featureid	state	dot_district	county	town
201476593	Vermont	1	Windham	Readsboro
201476593	Vermont	1	Windham	Whitingham
201476593	Vermont	1	Bennington	Wilmington
201476593	Vermont	1	Bennington	Readsboro
201476593	Vermont	1	Bennington	Whitingham
201476662	Vermont	1	Windham	Whitingham
201476663	Vermont	1	Windham	Whitingham
201476700	Vermont	1	Windham	Whitingham
201476588	Vermont	1	Windham	Whitingham
201476661	Vermont	1	Bennington	Woodford
201476661	Vermont	1	Bennington	Stamford
201476603	Vermont	1	Bennington	Woodford
201476619	Vermont	1	Bennington	Readsboro
201476701	Vermont	1	Windham	Whitingham
201476886	Vermont	1	Windham	Whitingham
201476886	Vermont	1	Windham	Halifax
201476886	Vermont	2	Windham	Whitingham
201476886	Vermont	2	Windham	Halifax
201476652	Vermont	2	Windham	Guilford
201476744	Vermont	1	Bennington	Woodford
201476744	Vermont	1	Bennington	Stamford
201476613	Vermont	2	Windham	Halifax
201476762	Vermont	2	Windham	Halifax
201476687	Vermont	1	Bennington	Readsboro
201476641	Vermont	1	Bennington	Readsboro
201476625	Vermont	1	Bennington	Woodford
201476636	Vermont	1	Bennington	Woodford
201476753	Vermont	1	Bennington	Woodford
201476753	Vermont	1	Bennington	Stamford
201476805	Vermont	1	Bennington	Readsboro
201476683	Vermont	2	Windham	Halifax
201476683	Vermont	2	Windham	Guilford
201476810	Vermont	2	Windham	Guilford
201476779	Vermont	1	Windham	Whitingham
201476917	Vermont	2	Windham	Halifax
201476727	Vermont	1	Bennington	Readsboro
201476726	Vermont	1	Bennington	Readsboro
201476736	Vermont	1	Windham	Whitingham
201476778	Vermont	1	Windham	Readsboro
201476778	Vermont	1	Windham	Whitingham
201476778	Vermont	1	Bennington	Readsboro
201476778	Vermont	1	Bennington	Whitingham
201476733	Vermont	1	Bennington	Readsboro
201476732	Vermont	1	Bennington	Woodford
201476732	Vermont	1	Bennington	Readsboro
201476732	Vermont	1	Bennington	Stamford
201476782	Vermont	1	Bennington	Woodford
201476782	Vermont	1	Bennington	Readsboro
201476782	Vermont	1	Bennington	Stamford
201476804	Vermont	1	Bennington	Readsboro
201476768	Vermont	1	Windham	Whitingham
201476743	Vermont	1	Bennington	Readsboro
201476769	Vermont	1	Windham	Whitingham
201476741	Vermont	1	Bennington	Readsboro
201476852	Vermont	1	Bennington	Readsboro
201476859	Vermont	1	Bennington	Readsboro
201477005	Vermont	2	Windham	Halifax
201476781	Vermont	1	Bennington	Woodford
201476781	Vermont	1	Bennington	Stamford
201476890	Vermont	1	Bennington	Woodford
201476890	Vermont	1	Bennington	Stamford
201476880	Vermont	1	Bennington	Readsboro
201476763	Vermont	2	Windham	Halifax
201476892	Vermont	1	Windham	Whitingham
201476916	Vermont	2	Windham	Halifax
201476819	Vermont	1	Windham	Whitingham
201476910	Vermont	1	Windham	Whitingham
201476861	Vermont	1	Windham	Whitingham
201476841	Vermont	2	Windham	Halifax
201476909	Vermont	1	Windham	Whitingham
201477101	Vermont	2	Windham	Halifax
201476879	Vermont	1	Bennington	Readsboro
201476813	Vermont	2	Windham	Halifax
201476813	Vermont	2	Windham	Guilford
201477015	Vermont	2	Windham	Guilford
201476816	Vermont	1	Windham	Whitingham
201476885	Vermont	1	Windham	Whitingham
201476885	Vermont	1	Windham	Halifax
201476885	Vermont	2	Windham	Whitingham
201476885	Vermont	2	Windham	Halifax
201476871	Vermont	1	Windham	Whitingham
201476847	Vermont	2	Windham	Halifax
201476860	Vermont	1	Bennington	Readsboro
201476932	Vermont	2	Windham	Halifax
201476932	Vermont	2	Windham	Guilford
201476891	Vermont	1	Windham	Whitingham
201476901	Vermont	2	Windham	Halifax
201476962	Vermont	1	Windham	Readsboro
201476962	Vermont	1	Windham	Whitingham
201476962	Vermont	1	Bennington	Readsboro
201476962	Vermont	1	Bennington	Whitingham
201476938	Vermont	1	Windham	Whitingham
201476874	Vermont	1	Windham	Whitingham
201477013	Vermont	1	Windham	Whitingham
201476900	Vermont	2	Windham	Halifax
201476954	Vermont	1	Bennington	Readsboro
201476905	Vermont	1	Windham	Whitingham
201476941	Vermont	1	Windham	Whitingham
201477130	Vermont	2	Windham	Halifax
201476933	Vermont	2	Windham	Guilford
201477038	Vermont	1	Bennington	Readsboro
201477146	Vermont	1	Windham	Whitingham
201476942	Vermont	1	Windham	Whitingham
201476985	Vermont	2	Windham	Halifax
201477014	Vermont	2	Windham	Halifax
201477014	Vermont	2	Windham	Guilford
201476964	Vermont	1	Windham	Whitingham
201476953	Vermont	1	Windham	Whitingham
201476997	Vermont	1	Windham	Whitingham
201476995	Vermont	1	Bennington	Readsboro
201476991	Vermont	1	Windham	Readsboro
201476991	Vermont	1	Windham	Whitingham
201476991	Vermont	1	Bennington	Readsboro
201476991	Vermont	1	Bennington	Whitingham
201476974	Vermont	1	Windham	Whitingham
201476974	Vermont	1	Windham	Halifax
201476974	Vermont	2	Windham	Whitingham
201476974	Vermont	2	Windham	Halifax
201477003	Vermont	1	Bennington	Readsboro
201476992	Vermont	1	Windham	Readsboro
201476992	Vermont	1	Windham	Whitingham
201476992	Vermont	1	Bennington	Readsboro
201476992	Vermont	1	Bennington	Whitingham
201477034	Vermont	2	Windham	Halifax
201477070	Vermont	2	Windham	Halifax
201476996	Vermont	1	Bennington	Readsboro
201477108	Massachusetts	2	Franklin	Guilford
201477108	Massachusetts	2	Franklin	Leyden
201477108	Massachusetts	2	Windham	Guilford
201477108	Massachusetts	2	Windham	Leyden
201477108	Vermont	2	Franklin	Guilford
201477108	Vermont	2	Franklin	Leyden
201477108	Vermont	2	Windham	Guilford
201477108	Vermont	2	Windham	Leyden
201477107	Massachusetts	2	Franklin	Guilford
201477107	Massachusetts	2	Franklin	Leyden
201477107	Massachusetts	2	Windham	Guilford
201477107	Massachusetts	2	Windham	Leyden
201477107	Vermont	2	Franklin	Guilford
201477107	Vermont	2	Franklin	Leyden
201477107	Vermont	2	Windham	Guilford
201477107	Vermont	2	Windham	Leyden
201477023	Vermont	2	Windham	Halifax
201477004	Vermont	2	Windham	Halifax
201477182	Massachusetts	1	Franklin	Halifax
201477182	Massachusetts	1	Franklin	Colrain
201477182	Massachusetts	1	Windham	Halifax
201477182	Massachusetts	1	Windham	Colrain
201477182	Vermont	2	Franklin	Halifax
201477182	Vermont	2	Franklin	Colrain
201477182	Vermont	2	Windham	Halifax
201477182	Vermont	2	Windham	Colrain
201477201	Vermont	1	Windham	Readsboro
201477201	Vermont	1	Windham	Whitingham
201477201	Vermont	1	Bennington	Readsboro
201477201	Vermont	1	Bennington	Whitingham
201477037	Vermont	1	Bennington	Readsboro
201477009	Vermont	1	Windham	Whitingham
201477092	Vermont	1	Windham	Whitingham
201477033	Vermont	2	Windham	Halifax
201477069	Vermont	1	Windham	Whitingham
201477069	Vermont	1	Windham	Halifax
201477069	Vermont	2	Windham	Whitingham
201477069	Vermont	2	Windham	Halifax
201477171	Massachusetts	1	Franklin	Guilford
201477171	Massachusetts	1	Franklin	Colrain
201477171	Massachusetts	1	Franklin	Leyden
201477171	Massachusetts	1	Windham	Guilford
201477171	Massachusetts	1	Windham	Colrain
201477171	Massachusetts	1	Windham	Leyden
201477171	Massachusetts	2	Franklin	Guilford
201477171	Massachusetts	2	Franklin	Colrain
201477171	Massachusetts	2	Franklin	Leyden
201477171	Massachusetts	2	Windham	Guilford
201477171	Massachusetts	2	Windham	Colrain
201477171	Massachusetts	2	Windham	Leyden
201477171	Vermont	2	Franklin	Guilford
201477171	Vermont	2	Franklin	Colrain
201477171	Vermont	2	Franklin	Leyden
201477171	Vermont	2	Windham	Guilford
201477171	Vermont	2	Windham	Colrain
201477171	Vermont	2	Windham	Leyden
201477149	Massachusetts	1	Franklin	Halifax
201477149	Massachusetts	1	Franklin	Colrain
201477149	Massachusetts	1	Windham	Halifax
201477149	Massachusetts	1	Windham	Colrain
201477149	Vermont	2	Franklin	Halifax
201477149	Vermont	2	Franklin	Colrain
201477149	Vermont	2	Windham	Halifax
201477149	Vermont	2	Windham	Colrain
201477106	Vermont	2	Windham	Halifax
201477173	Vermont	1	Windham	Whitingham
201477173	Vermont	1	Windham	Halifax
201477173	Vermont	2	Windham	Whitingham
201477173	Vermont	2	Windham	Halifax
201477039	Vermont	2	Windham	Halifax
201477185	Massachusetts	1	Franklin	Halifax
201477185	Massachusetts	1	Franklin	Colrain
201477185	Massachusetts	1	Windham	Halifax
201477185	Massachusetts	1	Windham	Colrain
201477185	Vermont	2	Franklin	Halifax
201477185	Vermont	2	Franklin	Colrain
201477185	Vermont	2	Windham	Halifax
201477185	Vermont	2	Windham	Colrain
201477131	Vermont	1	Bennington	Readsboro
201477071	Vermont	2	Windham	Halifax
201477071	Vermont	2	Windham	Guilford
201477081	Vermont	1	Windham	Whitingham
201477093	Massachusetts	1	Franklin	Halifax
201477093	Massachusetts	1	Franklin	Guilford
201477093	Massachusetts	1	Franklin	Colrain
201477093	Massachusetts	1	Windham	Halifax
201477093	Massachusetts	1	Windham	Guilford
201477093	Massachusetts	1	Windham	Colrain
201477093	Vermont	2	Franklin	Halifax
201477093	Vermont	2	Franklin	Guilford
201477093	Vermont	2	Franklin	Colrain
201477093	Vermont	2	Windham	Halifax
201477093	Vermont	2	Windham	Guilford
201477093	Vermont	2	Windham	Colrain
201477151	Massachusetts	1	Franklin	Halifax
201477151	Massachusetts	1	Franklin	Guilford
201477151	Massachusetts	1	Franklin	Colrain
201477151	Massachusetts	1	Windham	Halifax
201477151	Massachusetts	1	Windham	Guilford
201477151	Massachusetts	1	Windham	Colrain
201477151	Vermont	2	Franklin	Halifax
201477151	Vermont	2	Franklin	Guilford
201477151	Vermont	2	Franklin	Colrain
201477151	Vermont	2	Windham	Halifax
201477151	Vermont	2	Windham	Guilford
201477151	Vermont	2	Windham	Colrain
201477099	Vermont	1	Windham	Whitingham
201477099	Vermont	1	Windham	Halifax
201477099	Vermont	2	Windham	Whitingham
201477099	Vermont	2	Windham	Halifax
201477111	Vermont	2	Windham	Halifax
201477224	Vermont	1	Windham	Whitingham
201477118	Vermont	2	Windham	Halifax
201477194	Massachusetts	1	Franklin	Halifax
201477194	Massachusetts	1	Franklin	Colrain
201477194	Massachusetts	1	Windham	Halifax
201477194	Massachusetts	1	Windham	Colrain
201477194	Vermont	2	Franklin	Halifax
201477194	Vermont	2	Franklin	Colrain
201477194	Vermont	2	Windham	Halifax
201477194	Vermont	2	Windham	Colrain
201477142	Massachusetts	2	Franklin	Leyden
201477129	Vermont	2	Windham	Halifax
201477196	Vermont	1	Bennington	Readsboro
201477126	Massachusetts	1	Franklin	Halifax
201477126	Massachusetts	1	Franklin	Colrain
201477126	Massachusetts	1	Windham	Halifax
201477126	Massachusetts	1	Windham	Colrain
201477126	Vermont	2	Franklin	Halifax
201477126	Vermont	2	Franklin	Colrain
201477126	Vermont	2	Windham	Halifax
201477126	Vermont	2	Windham	Colrain
201477181	Massachusetts	1	Franklin	Halifax
201477181	Massachusetts	1	Franklin	Colrain
201477181	Massachusetts	1	Windham	Halifax
201477181	Massachusetts	1	Windham	Colrain
201477181	Vermont	2	Franklin	Halifax
201477181	Vermont	2	Franklin	Colrain
201477181	Vermont	2	Windham	Halifax
201477181	Vermont	2	Windham	Colrain
201477216	Vermont	1	Bennington	Readsboro
201477148	Vermont	1	Bennington	Readsboro
201477143	Massachusetts	2	Franklin	Leyden
201477197	Vermont	1	Bennington	Readsboro
201477193	Vermont	1	Windham	Whitingham
201477270	Massachusetts	2	Franklin	Leyden
201477169	Vermont	1	Bennington	Readsboro
201477232	Vermont	1	Windham	Whitingham
201477227	Vermont	1	Windham	Whitingham
201477170	Massachusetts	1	Franklin	Colrain
201477174	Massachusetts	1	Franklin	Halifax
201477174	Massachusetts	1	Franklin	Colrain
201477174	Massachusetts	1	Windham	Halifax
201477174	Massachusetts	1	Windham	Colrain
201477174	Vermont	2	Franklin	Halifax
201477174	Vermont	2	Franklin	Colrain
201477174	Vermont	2	Windham	Halifax
201477174	Vermont	2	Windham	Colrain
201477209	Massachusetts	1	Franklin	Halifax
201477209	Massachusetts	1	Franklin	Colrain
201477209	Massachusetts	1	Windham	Halifax
201477209	Massachusetts	1	Windham	Colrain
201477209	Vermont	2	Franklin	Halifax
201477209	Vermont	2	Franklin	Colrain
201477209	Vermont	2	Windham	Halifax
201477209	Vermont	2	Windham	Colrain
201477306	Vermont	1	Windham	Whitingham
201477269	Massachusetts	1	Franklin	Colrain
201477269	Massachusetts	1	Franklin	Leyden
201477269	Massachusetts	2	Franklin	Colrain
201477269	Massachusetts	2	Franklin	Leyden
201477206	Vermont	1	Windham	Readsboro
201477206	Vermont	1	Windham	Whitingham
201477206	Vermont	1	Bennington	Readsboro
201477206	Vermont	1	Bennington	Whitingham
201477208	Massachusetts	1	Franklin	Halifax
201477208	Massachusetts	1	Franklin	Colrain
201477208	Massachusetts	1	Windham	Halifax
201477208	Massachusetts	1	Windham	Colrain
201477208	Vermont	2	Franklin	Halifax
201477208	Vermont	2	Franklin	Colrain
201477208	Vermont	2	Windham	Halifax
201477208	Vermont	2	Windham	Colrain
201477217	Vermont	1	Windham	Whitingham
201477220	Vermont	1	Windham	Whitingham
201477307	Vermont	1	Windham	Whitingham
201477205	Vermont	1	Bennington	Readsboro
201477205	Vermont	1	Bennington	Whitingham
201477228	Vermont	1	Windham	Whitingham
201477200	Vermont	1	Bennington	Readsboro
201477200	Vermont	1	Bennington	Stamford
201477223	Vermont	1	Bennington	Readsboro
201477246	Vermont	1	Bennington	Readsboro
201477309	Massachusetts	1	Franklin	Halifax
201477309	Massachusetts	1	Franklin	Colrain
201477309	Massachusetts	1	Windham	Halifax
201477309	Massachusetts	1	Windham	Colrain
201477309	Vermont	2	Franklin	Halifax
201477309	Vermont	2	Franklin	Colrain
201477309	Vermont	2	Windham	Halifax
201477309	Vermont	2	Windham	Colrain
201477219	Vermont	1	Bennington	Readsboro
201477229	Massachusetts	1	Franklin	Colrain
201477222	Vermont	1	Bennington	Readsboro
201477385	Vermont	1	Windham	Readsboro
201477385	Vermont	1	Windham	Whitingham
201477385	Vermont	1	Bennington	Readsboro
201477385	Vermont	1	Bennington	Whitingham
201477339	Massachusetts	1	Franklin	Halifax
201477339	Massachusetts	1	Franklin	Colrain
201477339	Massachusetts	1	Windham	Halifax
201477339	Massachusetts	1	Windham	Colrain
201477339	Vermont	2	Franklin	Halifax
201477339	Vermont	2	Franklin	Colrain
201477339	Vermont	2	Windham	Halifax
201477339	Vermont	2	Windham	Colrain
201477308	Massachusetts	1	Franklin	Colrain
201477317	Vermont	1	Windham	Whitingham
201477260	Vermont	1	Windham	Whitingham
201477460	Massachusetts	1	Franklin	Leyden
201477460	Massachusetts	2	Franklin	Leyden
201477286	Massachusetts	1	Franklin	Colrain
201477286	Massachusetts	1	Franklin	Leyden
201477286	Massachusetts	2	Franklin	Colrain
201477286	Massachusetts	2	Franklin	Leyden
201477287	Massachusetts	2	Franklin	Leyden
201477504	Massachusetts	1	Franklin	Whitingham
201477504	Massachusetts	1	Franklin	Halifax
201477504	Massachusetts	1	Franklin	Heath
201477504	Massachusetts	1	Windham	Whitingham
201477504	Massachusetts	1	Windham	Halifax
201477504	Massachusetts	1	Windham	Heath
201477504	Vermont	1	Franklin	Whitingham
201477504	Vermont	1	Franklin	Halifax
201477504	Vermont	1	Franklin	Heath
201477504	Vermont	1	Windham	Whitingham
201477504	Vermont	1	Windham	Halifax
201477504	Vermont	1	Windham	Heath
201477504	Vermont	2	Franklin	Whitingham
201477504	Vermont	2	Franklin	Halifax
201477504	Vermont	2	Franklin	Heath
201477504	Vermont	2	Windham	Whitingham
201477504	Vermont	2	Windham	Halifax
201477504	Vermont	2	Windham	Heath
201477344	Massachusetts	1	Franklin	Colrain
201477344	Massachusetts	1	Franklin	Leyden
201477344	Massachusetts	2	Franklin	Colrain
201477344	Massachusetts	2	Franklin	Leyden
201477376	Massachusetts	1	Franklin	Whitingham
201477376	Massachusetts	1	Franklin	Heath
201477376	Massachusetts	1	Windham	Whitingham
201477376	Massachusetts	1	Windham	Heath
201477376	Vermont	1	Franklin	Whitingham
201477376	Vermont	1	Franklin	Heath
201477376	Vermont	1	Windham	Whitingham
201477376	Vermont	1	Windham	Heath
201477403	Massachusetts	1	Franklin	Colrain
201477343	Massachusetts	1	Franklin	Colrain
201477343	Massachusetts	1	Franklin	Leyden
201477343	Massachusetts	2	Franklin	Colrain
201477343	Massachusetts	2	Franklin	Leyden
201477389	Massachusetts	2	Franklin	Leyden
201477390	Massachusetts	2	Franklin	Leyden
201477386	Vermont	1	Windham	Whitingham
201477451	Massachusetts	1	Franklin	Colrain
201477451	Massachusetts	1	Franklin	Leyden
201477451	Massachusetts	2	Franklin	Colrain
201477451	Massachusetts	2	Franklin	Leyden
201477377	Massachusetts	1	Franklin	Whitingham
201477377	Massachusetts	1	Franklin	Heath
201477377	Massachusetts	1	Windham	Whitingham
201477377	Massachusetts	1	Windham	Heath
201477377	Vermont	1	Franklin	Whitingham
201477377	Vermont	1	Franklin	Heath
201477377	Vermont	1	Windham	Whitingham
201477377	Vermont	1	Windham	Heath
201477388	Massachusetts	1	Franklin	Halifax
201477388	Massachusetts	1	Franklin	Colrain
201477388	Massachusetts	1	Windham	Halifax
201477388	Massachusetts	1	Windham	Colrain
201477388	Vermont	2	Franklin	Halifax
201477388	Vermont	2	Franklin	Colrain
201477388	Vermont	2	Windham	Halifax
201477388	Vermont	2	Windham	Colrain
201477566	Massachusetts	1	Franklin	Whitingham
201477566	Massachusetts	1	Franklin	Heath
201477566	Massachusetts	1	Windham	Whitingham
201477566	Massachusetts	1	Windham	Heath
201477566	Vermont	1	Franklin	Whitingham
201477566	Vermont	1	Franklin	Heath
201477566	Vermont	1	Windham	Whitingham
201477566	Vermont	1	Windham	Heath
201477387	Massachusetts	1	Franklin	Halifax
201477387	Massachusetts	1	Franklin	Colrain
201477387	Massachusetts	1	Franklin	Heath
201477387	Massachusetts	1	Windham	Halifax
201477387	Massachusetts	1	Windham	Colrain
201477387	Massachusetts	1	Windham	Heath
201477387	Vermont	2	Franklin	Halifax
201477387	Vermont	2	Franklin	Colrain
201477387	Vermont	2	Franklin	Heath
201477387	Vermont	2	Windham	Halifax
201477387	Vermont	2	Windham	Colrain
201477387	Vermont	2	Windham	Heath
201477426	Vermont	1	Bennington	Readsboro
201477402	Vermont	1	Bennington	Readsboro
201477488	Massachusetts	1	Franklin	Whitingham
201477488	Massachusetts	1	Franklin	Heath
201477488	Massachusetts	1	Windham	Whitingham
201477488	Massachusetts	1	Windham	Heath
201477488	Vermont	1	Franklin	Whitingham
201477488	Vermont	1	Franklin	Heath
201477488	Vermont	1	Windham	Whitingham
201477488	Vermont	1	Windham	Heath
201477435	Vermont	1	Windham	Readsboro
201477435	Vermont	1	Windham	Whitingham
201477435	Vermont	1	Bennington	Readsboro
201477435	Vermont	1	Bennington	Whitingham
201477455	Massachusetts	1	Franklin	Colrain
201477455	Massachusetts	1	Franklin	Heath
201477658	Massachusetts	1	Franklin	Colrain
201477419	Massachusetts	1	Franklin	Colrain
201477432	Massachusetts	2	Franklin	Leyden
201477450	Vermont	1	Windham	Readsboro
201477450	Vermont	1	Windham	Whitingham
201477450	Vermont	1	Bennington	Readsboro
201477450	Vermont	1	Bennington	Whitingham
201477530	Massachusetts	1	Franklin	Readsboro
201477530	Massachusetts	1	Franklin	Monroe
201477530	Massachusetts	1	Bennington	Readsboro
201477530	Massachusetts	1	Bennington	Monroe
201477530	Vermont	1	Franklin	Readsboro
201477530	Vermont	1	Franklin	Monroe
201477530	Vermont	1	Bennington	Readsboro
201477530	Vermont	1	Bennington	Monroe
201477449	Vermont	1	Bennington	Readsboro
201477449	Vermont	1	Bennington	Stamford
201477425	Vermont	1	Bennington	Readsboro
201477470	Massachusetts	1	Franklin	Colrain
201477471	Massachusetts	1	Franklin	Colrain
201477454	Massachusetts	1	Franklin	Heath
201477436	Massachusetts	2	Franklin	Leyden
201477476	Vermont	1	Bennington	Readsboro
201477686	Massachusetts	2	Franklin	Leyden
201477507	Massachusetts	1	Franklin	Readsboro
201477507	Massachusetts	1	Franklin	Whitingham
201477507	Massachusetts	1	Franklin	Monroe
201477507	Massachusetts	1	Franklin	Rowe
201477507	Massachusetts	1	Windham	Readsboro
201477507	Massachusetts	1	Windham	Whitingham
201477507	Massachusetts	1	Windham	Monroe
201477507	Massachusetts	1	Windham	Rowe
201477507	Massachusetts	1	Bennington	Readsboro
201477507	Massachusetts	1	Bennington	Whitingham
201477507	Massachusetts	1	Bennington	Monroe
201477507	Massachusetts	1	Bennington	Rowe
201477507	Vermont	1	Franklin	Readsboro
201477507	Vermont	1	Franklin	Whitingham
201477507	Vermont	1	Franklin	Monroe
201477507	Vermont	1	Franklin	Rowe
201477507	Vermont	1	Windham	Readsboro
201477507	Vermont	1	Windham	Whitingham
201477507	Vermont	1	Windham	Monroe
201477507	Vermont	1	Windham	Rowe
201477507	Vermont	1	Bennington	Readsboro
201477507	Vermont	1	Bennington	Whitingham
201477507	Vermont	1	Bennington	Monroe
201477507	Vermont	1	Bennington	Rowe
201477598	Massachusetts	1	Franklin	Colrain
201477767	Massachusetts	1	Franklin	Colrain
201477456	Massachusetts	1	Franklin	Colrain
201477456	Massachusetts	1	Franklin	Leyden
201477456	Massachusetts	2	Franklin	Colrain
201477456	Massachusetts	2	Franklin	Leyden
201477459	Massachusetts	1	Franklin	Colrain
201477459	Massachusetts	1	Franklin	Leyden
201477459	Massachusetts	2	Franklin	Colrain
201477459	Massachusetts	2	Franklin	Leyden
201477538	Massachusetts	1	Franklin	Whitingham
201477538	Massachusetts	1	Franklin	Heath
201477538	Massachusetts	1	Windham	Whitingham
201477538	Massachusetts	1	Windham	Heath
201477538	Vermont	1	Franklin	Whitingham
201477538	Vermont	1	Franklin	Heath
201477538	Vermont	1	Windham	Whitingham
201477538	Vermont	1	Windham	Heath
201477505	Massachusetts	1	Franklin	Colrain
201477505	Massachusetts	1	Franklin	Heath
201477515	Massachusetts	2	Franklin	Leyden
201477514	Massachusetts	1	Franklin	Colrain
201477514	Massachusetts	1	Franklin	Leyden
201477514	Massachusetts	2	Franklin	Colrain
201477514	Massachusetts	2	Franklin	Leyden
201477542	Massachusetts	2	Franklin	Bernardston
201477487	Massachusetts	1	Franklin	Whitingham
201477487	Massachusetts	1	Franklin	Heath
201477487	Massachusetts	1	Franklin	Rowe
201477487	Massachusetts	1	Windham	Whitingham
201477487	Massachusetts	1	Windham	Heath
201477487	Massachusetts	1	Windham	Rowe
201477487	Vermont	1	Franklin	Whitingham
201477487	Vermont	1	Franklin	Heath
201477487	Vermont	1	Franklin	Rowe
201477487	Vermont	1	Windham	Whitingham
201477487	Vermont	1	Windham	Heath
201477487	Vermont	1	Windham	Rowe
201477687	Massachusetts	2	Franklin	Leyden
201477624	Massachusetts	1	Franklin	Heath
201477576	Massachusetts	1	Franklin	Whitingham
201477576	Massachusetts	1	Franklin	Monroe
201477576	Massachusetts	1	Franklin	Rowe
201477576	Massachusetts	1	Windham	Whitingham
201477576	Massachusetts	1	Windham	Monroe
201477576	Massachusetts	1	Windham	Rowe
201477576	Vermont	1	Franklin	Whitingham
201477576	Vermont	1	Franklin	Monroe
201477576	Vermont	1	Franklin	Rowe
201477576	Vermont	1	Windham	Whitingham
201477576	Vermont	1	Windham	Monroe
201477576	Vermont	1	Windham	Rowe
201477711	Massachusetts	1	Franklin	Colrain
201477508	Massachusetts	1	Franklin	Heath
201477506	Massachusetts	1	Franklin	Readsboro
201477506	Massachusetts	1	Franklin	Whitingham
201477506	Massachusetts	1	Franklin	Monroe
201477506	Massachusetts	1	Windham	Readsboro
201477506	Massachusetts	1	Windham	Whitingham
201477506	Massachusetts	1	Windham	Monroe
201477506	Massachusetts	1	Bennington	Readsboro
201477506	Massachusetts	1	Bennington	Whitingham
201477506	Massachusetts	1	Bennington	Monroe
201477506	Vermont	1	Franklin	Readsboro
201477506	Vermont	1	Franklin	Whitingham
201477506	Vermont	1	Franklin	Monroe
201477506	Vermont	1	Windham	Readsboro
201477506	Vermont	1	Windham	Whitingham
201477506	Vermont	1	Windham	Monroe
201477506	Vermont	1	Bennington	Readsboro
201477506	Vermont	1	Bennington	Whitingham
201477506	Vermont	1	Bennington	Monroe
201477573	Massachusetts	1	Franklin	Whitingham
201477573	Massachusetts	1	Franklin	Rowe
